movieId,tmdbId,popularity,vote_count,vote_average,budget,revenue,runtime
1963,11485,1.6346,778,7.114,1530000,6080000,85
1964,466,1.5125,492,6.747,2500000,12512637,114
1965,13820,2.2981,657,6.7,1500000,2300000,92
1966,15389,0.6698,177,6.938,225000,2900000,99
1967,13597,5.1233,2672,7.278,25000000,12729917,101
1968,2108,7.1892,8417,7.725,1000000,51530442,98
1969,10014,3.2708,2051,5.772,3000000,30000121,87
1970,10072,1.9394,1972,6.697,4450000,44793222,96
1971,10131,3.8049,1568,5.86,6500000,49369899,93
1972,10160,2.8818,1394,5.419,8000000,22168359,89
1973,11284,3.5493,1444,5.303,10000000,34872033,89
1974,4488,6.1867,3256,6.402,550000,59754601,95
1975,9725,3.0286,1870,6.2,1250000,21723464,86
1976,9728,4.262,1572,5.888,2200000,36697702,95
1977,9730,2.9828,1472,6.13,2200000,32982894,91
1978,9731,2.5452,1270,5.278,2200000,21930418,92
1979,10225,3.3001,1316,6.3,3000000,19472525,86
1980,10281,2.4378,1180,5.5,2800000,19170001,88
1981,10283,2.731,1180,4.948,5300000,14343976,100
1982,948,7.5539,6069,7.553,325000,70260597,91
1983,11281,4.5741,2204,6.579,2500000,25533818,92
1984,10676,2.3063,1515,5.248,2500000,14402425,98
1985,11357,2.8823,2030,6.172,5000000,17768757,88
1986,11361,2.7232,1310,5.311,3000000,11642254,98
1987,36599,5.2727,488,5.722,1500000,14796236,93
1990,41769,0.556,83,4.735,0,0,93
1991,10585,5.6343,3271,6.738,9000000,44196684,87
1992,11186,4.4527,1989,6.353,13000000,35763605,84
1993,11187,4.371,1713,5.899,13000000,20560255,90
1994,609,6.2681,3259,7.153,10700000,121733131,114
1995,11133,1.5232,748,6.0,19000000,40996665,91
1996,10306,1.2093,541,5.3,10500000,14144000,98
1997,9552,9.5538,8492,7.74,12000000,441306145,122
1998,11586,2.7643,779,4.535,14000000,30749142,118
1999,11587,2.5241,842,6.262,9300000,39024251,110
2000,941,7.8066,4928,7.285,15000000,120207127,110
2001,942,5.7713,3658,7.026,25000000,227853986,114
2002,943,3.7356,3152,6.704,35000000,321731527,118
2003,927,6.9023,6867,7.14,11000000,153083102,106
2004,928,4.7703,2835,6.522,50000000,41482207,106
2005,9340,9.4356,6122,7.512,19000000,69649283,114
2006,9342,5.0321,4263,6.578,95000000,250288523,136
2007,38509,0.9209,44,5.0,0,0,105
2008,60033,0.9487,29,5.0,0,51618,100
2009,12101,3.9688,1384,6.926,0,3600000,97
2010,19,2.8894,3041,8.095,5300000,1350322,148
2011,165,7.6888,13698,7.775,40000000,332000000,108
2012,196,6.4914,11322,7.489,40000000,244527583,119
2013,551,3.8404,962,7.097,5000000,84563118,117
2014,16084,2.1528,303,6.089,0,25942000,95
2015,17984,1.2399,193,6.492,2000000,0,96
2016,22328,1.3364,72,6.486,5450000,20931111,88
2017,32611,0.8809,103,5.8,0,0,106
2018,3170,6.3792,5956,7.009,858000,267447150,69
2019,346,7.2436,4122,8.5,2000000,105000000,207
2020,859,3.8803,1248,7.194,14000000,34670720,119
2021,841,5.9177,3348,6.18,40000000,31502434,136
2022,11051,2.7584,1164,7.205,7000000,33773585,164
2023,242,10.1909,6720,7.418,54000000,136766062,162
2024,1411,1.4507,92,5.723,3000000,1277404,100
2025,9769,8.5785,1930,7.103,62000000,1100000,137
2026,9424,1.8286,409,5.78,15000000,17514980,84
2027,9835,1.2678,208,5.44,10000000,19889299,84
2028,857,11.7419,16917,8.221,70000000,481840909,169
2032,20173,0.5969,44,5.466,0,0,96
2033,10957,2.9616,1413,6.428,25000000,21300000,80
2034,9570,3.1182,533,5.8,20000000,35841901,98
2035,16249,1.2542,151,6.7,0,0,106
2036,13962,2.2931,529,5.961,13000000,30600000,93
2037,14612,1.4898,119,6.9,0,0,101
2038,19378,1.6234,149,5.9,4000000,0,104
2040,29228,1.0017,157,6.006,0,0,91
2041,19379,0.6928,139,5.5,0,0,90
2042,11164,2.3577,638,6.2,0,45610410,106
2043,18887,1.6022,169,6.6,0,0,90
2044,40866,0.6221,37,5.8,0,16000000,96
2046,10122,2.3571,922,6.947,9000000,18564613,90
2048,9994,2.866,1767,7.049,14000000,38600000,74
2050,12129,1.79,248,5.335,0,18000000,93
2051,14140,1.5735,341,5.926,0,29000000,105
2052,10439,4.3943,3244,7.035,28000000,51663767,96
2053,11158,2.5008,1255,5.275,40000000,58662452,89
2054,9354,3.5247,3265,6.315,18000000,222724172,93
2055,28736,0.7623,33,5.8,0,0,90
2056,34774,0.8272,76,6.5,0,0,98
2057,37969,0.7335,118,6.636,0,0,80
2058,9631,3.9121,2316,7.104,50000000,44547681,140
2059,9820,8.9564,4455,7.215,15000000,92108518,128
2060,14013,1.4895,634,6.113,25000000,7027290,103
2064,1779,2.2698,312,7.091,160000,6706368,91
2065,10849,1.7495,1116,7.397,15000000,10631333,82
2066,678,1.5719,632,7.653,0,0,97
2067,907,3.5229,1248,7.543,11000000,111858363,200
2068,5961,1.9133,855,7.8,6000000,6800000,188
2069,47908,1.2259,56,7.2,0,7218340,108
2070,42121,2.5658,148,6.7,4500000,8400000,92
2071,2887,1.5534,107,6.454,0,0,140
2072,11974,5.8271,1337,6.8,18000000,49101993,102
2073,20348,3.5806,192,6.672,7000000,91666,91
2074,26648,1.5716,377,6.733,0,0,118
2075,11911,0.51,142,7.2,0,0,145
2076,793,5.3197,3738,7.61,6000000,8636706,120
2077,35144,1.5577,161,6.8,0,9708373,101
2078,9325,6.8868,6585,7.278,4000000,378000000,78
2080,10340,5.459,5575,7.118,4000000,36359037,76
2081,10144,10.3843,8311,7.351,40000000,211343479,83
2082,10414,3.7998,954,6.6,10000000,50752337,101
2083,10437,6.1061,1140,7.4,12000000,27300000,86
2084,15300,2.28,290,6.7,15000000,2819485,121
2085,12230,7.1912,6595,7.173,3600000,303000000,79
2087,10693,7.6162,5673,7.192,4000000,87400000,77
2088,11335,3.7958,680,5.5,20000000,49823037,114
2089,11135,0.8352,1369,6.637,38000000,47431461,77
2090,11319,3.6741,2647,6.785,7500000,169015869,78
2091,14822,1.1831,236,5.9,0,6393000,95
2092,15969,3.3155,3421,6.2,3500000,0,69
2093,13155,2.3911,1058,6.713,25000000,11137801,109
2094,10249,2.5687,1017,6.468,42000000,46704056,108
2095,15943,1.4013,81,5.765,0,0,91
2096,10882,12.1471,5417,6.943,6000000,51600000,75
2097,24808,1.1195,197,6.4,20000000,8400000,95
2098,19762,0.594,67,6.0,0,22129412,100
2099,13850,1.6894,296,6.5,2125000,65000000,94
2100,2619,2.9882,1454,6.258,8000000,69800000,110
2102,53565,1.0613,595,7.294,4986,0,8
2103,41841,0.8407,84,6.214,32000000,0,98
2104,27332,0.8306,58,6.1,5000000,7400000,103
2105,97,6.5334,2662,6.638,17000000,33002371,96
2106,10419,1.6376,239,6.653,0,5600000,112
2107,11675,3.0361,1766,6.0,17000000,75041738,86
2108,2107,1.9608,375,6.492,0,28900000,95
2109,6471,1.5701,881,6.886,4000000,100000000,94
2110,9442,1.2582,430,6.658,9000000,18196170,89
2111,11591,1.33,469,6.212,10100000,10000000,93
2112,13697,0.9601,210,6.4,0,40991329,134
2114,227,7.4163,1510,7.2,10000000,33697647,91
2115,87,9.7132,9957,7.303,28000000,333000000,118
2116,123,3.1412,1024,6.596,4000000,30477175,132
2117,9314,3.2616,1609,6.782,7430072,8430492,113
2118,11336,3.4857,1780,7.008,10000000,20766616,103
2119,9980,2.1718,843,5.8,10000000,7400000,98
2120,10657,4.3088,594,6.243,0,15185672,121
2121,10489,3.2899,1108,6.155,5000000,21200000,93
2122,10823,2.3658,1104,5.739,800000,14568989,92
2123,11497,3.773,1112,6.806,13800000,27100027,84
2124,2907,5.9607,4969,7.065,30000000,191502426,100
2125,9454,2.3665,1545,7.4,26000000,98005666,121
2126,8688,3.6967,1478,6.183,73000000,103900000,98
2130,23954,1.2836,295,6.79,7200000,12729675,104
2131,12761,3.8561,682,8.0,0,0,93
2132,396,2.4045,890,7.7,7500000,33736689,131
2133,14367,2.5312,732,6.9,7000000,34368475,102
2134,11814,5.9877,1512,6.54,7500000,38934048,93
2135,16081,1.603,194,6.2,18000000,9000000,151
2136,18331,1.4728,458,6.513,0,0,107
2137,15171,1.7328,402,6.8,0,5232000,94
2138,11837,2.0357,684,7.2,1000000,3713768,92
2139,11704,2.9505,915,7.5,7000000,14665733,83
2140,11639,2.7098,1227,7.123,15000000,44626631,93
2141,4978,2.2823,1424,6.748,9000000,84542002,80
2142,10380,1.6952,776,6.3,0,40766041,75
2143,11976,4.6328,1343,6.238,24500000,15502112,94
2144,15144,3.3014,2186,6.751,6500000,23686027,93
2145,11522,4.3921,1175,6.7,9000000,40471663,97
2146,11557,2.0815,579,6.117,10000000,37803872,108
2147,13853,1.2144,129,5.244,15000000,1953732,98
2148,11415,2.43,612,6.187,3000000,19444631,92
2149,37530,0.9858,271,5.5,3000000,10000000,88
2150,8393,4.8697,1283,7.251,5000000,200000000,109
2151,11937,2.0421,537,7.076,7500000,9600000,98
2152,21661,1.8145,186,5.113,11000000,10224116,90
2153,9320,2.196,763,4.44,60000000,48600000,89
2154,33644,1.3989,123,5.78,20000000,37672350,124
2155,14662,0.5922,243,6.3,5000000,5502773,91
2156,125124,0.2826,16,7.3,0,0,101
2159,10692,0.8955,766,6.742,111000,609939,83
2160,805,3.3868,4286,7.819,3200000,33395426,138
2161,34584,6.1286,4296,7.209,27000000,20158808,97
2162,34636,2.4671,866,5.774,32000000,16283667,89
2163,2182,0.9967,327,5.026,100420,567000,87
2164,28070,0.5047,124,3.9,20000,0,81
2165,77469,1.1243,82,5.8,5000000,4710749,107
2166,10278,1.26,309,6.476,0,0,109
2167,36647,7.8691,6556,6.8,45000000,131183530,121
2169,14557,0.7048,159,5.431,14000000,15100000,96
2170,9417,1.7244,486,5.968,0,9623329,87
2171,41469,1.0586,92,5.9,0,3395581,96
2172,19381,1.1233,129,6.3,0,913834,97
2174,4011,7.2886,8300,7.367,15000000,84554197,92
2175,161795,0.2644,12,5.25,0,0,117
2176,1580,4.8839,2953,7.9,1500000,2200000,81
2177,5854,1.6877,492,6.8,4500000,13200000,120
2178,573,1.9789,993,7.094,2000000,12600000,116
2179,2370,2.8351,407,6.017,4000000,6000000,127
2180,5780,1.8449,648,6.602,3000000,13000615,127
2181,506,2.5475,1207,7.1,2135000,7000000,130
2182,22527,1.3772,602,7.1,1200000,2000000,105
2183,574,2.3119,1528,7.443,1200000,11300000,120
2184,11219,2.4702,887,7.0,1200000,7000000,99
2185,30159,2.8306,473,7.1,0,0,95
2186,845,3.6561,1842,7.666,1200000,7000000,101
2187,1978,0.9212,359,6.8,1450000,1900000,110
2188,3682,1.5846,509,5.9,13000000,16757163,93
2190,46702,0.8389,49,6.3,0,12413650,116
2193,847,4.6323,2110,7.002,35000000,57300000,126
2194,117,5.4864,6069,7.754,25000000,76270454,119
2195,14577,1.4771,295,6.212,13000000,0,82
2196,37498,1.5143,395,5.3,35000000,44000000,91
2201,31667,1.1799,257,6.232,4258000,2100000,114
2202,13321,1.4388,470,7.361,1590000,1000000,96
2203,21734,2.0063,1122,7.501,0,0,107
2204,31997,1.5428,534,6.889,780000,1250000,109
2205,24197,0.8919,241,6.0,743000,1400000,95
2206,11462,3.311,880,7.128,1103000,4500000,99
2207,31995,1.1922,236,6.1,200436,0,100
2208,940,1.99,1006,7.434,0,0,96
2210,12684,1.4016,357,6.7,0,0,77
2211,2761,1.0202,161,6.1,0,0,86
2212,8208,1.2545,438,6.489,180000,0,76
2226,36056,0.5417,106,5.873,0,0,116
2227,2760,1.4791,327,7.1,14670,83568,91
2231,10220,3.1149,1872,7.009,12000000,22912409,121
2232,431,3.3701,5109,6.813,257899,8969065,90
2236,22796,1.8281,257,6.833,20000000,18253415,114
2239,37916,1.6727,332,7.4,0,6014430,110
2240,21873,3.3349,125,6.3,0,22482952,96
2241,21500,1.1997,200,5.95,7000000,21600000,98
2243,12626,1.4195,455,6.76,20000000,67330500,133
2244,37818,0.6179,41,4.7,0,0,108
2245,3525,2.3769,1035,6.595,28000000,103173635,114
2247,2321,1.9291,312,5.954,10000000,21486757,104
2248,2028,2.4991,1084,7.013,16000000,20036737,100
2249,16384,1.5545,266,6.081,6,23,97
2252,10699,2.087,521,6.291,42000000,0,117
2253,11597,4.4571,577,5.3,50000000,23278931,122
2255,47947,0.692,65,5.2,7500000,30688860,95
2256,48311,2.1803,87,4.8,800000,7000000,85
2257,44772,0.7582,57,5.4,0,0,102
2259,14347,2.3439,190,5.7,9000000,18644570,100
2260,41090,0.8575,48,5.917,6500000,5715174,109
2261,18282,2.7073,211,6.0,9000000,13000000,93
2262,18169,1.5945,229,6.015,8500000,38702310,113
2263,11082,1.4307,372,6.004,0,18875011,97
2264,5971,1.8321,536,6.163,20000000,0,106
2265,11933,1.6974,392,5.241,40000000,8500000,94
2266,20096,1.4787,180,5.7,0,9689816,107
2267,30815,1.415,197,5.65,8000000,18800000,104
2268,881,5.745,4034,7.541,40000000,243240178,138
2269,4478,5.1445,1576,6.394,38000000,266614059,117
2271,22318,1.1902,121,5.873,0,1166199,88
2272,53113,1.2538,134,6.5,0,0,127
2273,2109,8.698,5514,7.061,33000000,244721064,97
2275,24746,0.9929,147,6.233,2000000,124494,91
2278,8195,6.0196,2599,6.959,55000000,70692101,122
2279,9877,2.3363,1429,5.725,14000000,72527595,100
2280,26618,1.3994,135,6.179,8000000,1800000,104
2281,21132,0.3039,30,5.553,0,0,93
2282,11855,2.7909,203,6.059,6000000,2281761,86
2283,24016,1.4907,290,6.479,25000000,2075084,138
2286,3486,0.4281,37,4.8,0,10700000,108
2287,11071,4.5857,452,6.836,23000000,0,94
2288,1091,9.6844,7739,8.067,15000000,19629760,109
2289,10403,3.2732,922,7.2,8000000,21706101,124
2290,11337,0.9433,457,6.919,10000000,10389003,89
2291,162,11.4633,13601,7.718,20000000,86024005,105
2292,25723,0.6765,102,5.549,12000000,0,87
2294,8916,5.4649,4665,6.174,60000000,171757863,83
2295,28134,0.633,67,5.9,0,2198044,101
2296,9429,2.8862,976,6.526,17000000,30331165,82
2297,12159,3.3337,2438,7.2,85000000,71485043,113
2298,27791,0.7469,142,5.007,1100000,631221,86
2300,30197,2.3537,879,7.073,947000,0,89
2301,10156,3.8487,881,6.761,10000000,31672907,92
2302,10377,4.4538,1807,7.502,11000000,64088552,120
2303,3121,3.7544,452,7.2,2200000,9995555,160
2304,4975,0.8112,68,5.985,0,0,92
2306,9713,0.9717,452,5.258,60000000,12069719,114
2307,134368,0.6591,9,3.9,0,0,90
2310,9821,1.9942,289,7.237,0,2652246,100
2311,4437,2.7903,1033,6.6,28000000,40400000,116
2312,1890,1.2766,336,6.9,0,31853080,119
2313,1955,4.3003,3841,8.049,5000000,26000000,124
2314,39437,3.4857,106,5.8,80000000,22900000,172
2315,11932,5.2325,2078,6.128,25000000,50688658,89
2316,6435,3.4611,1677,6.8,75000000,46733235,104
2318,10683,1.8321,905,7.422,3000000,2800000,140
2320,9445,2.1027,701,6.534,14000000,8863193,107
2321,2657,2.6132,1834,7.262,60000000,49800000,124
2322,9425,2.1991,912,6.399,75000000,14594226,99
2323,32326,0.3962,23,7.3,0,0,76
2324,637,8.9163,13819,8.4,20000000,230098753,116
2325,8675,1.6634,470,6.113,1000000,602302,94
2327,20701,1.5994,417,6.168,3500000,16324573,93
2328,9945,2.8222,1333,6.311,20000000,20308772,108
2329,73,7.9814,12351,8.327,20000000,23900000,119
2330,18603,0.4041,34,7.559,0,0,98
2331,46889,0.5757,51,5.843,12000000,12902790,100
2332,12888,2.4609,155,6.035,3000000,9600000,96
2333,3033,1.0731,382,6.933,10000000,6451628,105
2334,9882,3.5653,1446,6.295,70000000,116700000,116
2335,10663,3.6589,1968,6.051,23000000,185991646,90
2336,4518,3.4075,1475,7.169,30000000,82150642,123
2337,1808,2.0218,534,6.875,9000000,4300000,123
2338,3600,4.9229,1677,5.371,24000000,84002112,100
2339,17037,1.4811,354,5.972,30000000,0,86
2340,297,6.543,5647,7.355,90000000,142940100,178
2342,21589,0.7234,32,6.5,0,0,92
2344,11893,2.3238,629,7.0,9000000,7936012,111
2346,12223,1.7236,351,6.682,500000,8700000,117
2347,32081,1.1434,150,6.376,8000000,6836201,121
2348,14924,1.6528,552,6.742,4000000,2826523,114
2349,10002,1.1827,286,6.9,0,5794184,105
2350,41817,2.5964,102,5.6,10000000,4134992,100
2351,19426,1.0544,845,7.988,0,752045,110
2352,12560,2.1164,642,6.8,8000000,56342711,105
2353,9798,4.9565,4164,7.057,90000000,250649836,132
2354,14444,2.7069,628,6.229,30000000,100491683,80
2355,9487,10.5294,9619,6.974,80000000,363258859,95
2356,9466,3.7429,499,5.969,12000000,5078660,113
2357,666,1.686,1027,8.132,2900000,5596708,110
2358,2042,1.4617,179,7.165,10000000,0,103
2359,10162,1.7844,335,7.1,3000000,43515982,91
2360,309,1.5621,1224,7.7,1300000,0,101
2361,692,1.9963,545,6.165,12000,6000000,93
2362,24018,1.071,143,4.58,20000,10158,71
2363,1678,3.1915,1078,7.6,60000,2250000,96
2364,39256,1.5018,194,6.8,200000,4116395,87
2365,1680,2.0868,334,6.9,0,12550000,97
2366,244,3.1317,1582,7.595,672000,10001781,104
2367,10730,3.2735,907,6.278,23000000,90614445,134
2368,31947,2.3718,250,5.186,10000000,4711220,105
2369,8130,2.0784,492,6.1,4500000,27399597,104
2370,11532,1.4832,258,6.632,0,24467000,114
2371,9749,1.6571,742,6.7,8000000,59612888,98
2372,14628,1.3199,322,6.025,8000000,35150960,95
2373,9626,2.6669,920,5.371,17900000,6948633,89
2374,13698,2.113,210,6.038,13000000,36611610,111
2375,10466,3.8018,1214,6.5,10000000,54999651,91
2376,707,4.7474,2140,6.245,30000000,152427960,131
2377,11954,3.5652,694,6.267,25000000,11603545,102
2378,9336,7.6454,2916,6.696,4500000,81198894,97
2379,10157,3.3378,1691,6.08,7600000,55600000,87
2380,12118,2.9526,1335,5.8,12000000,107600000,84
2381,10587,2.2137,1251,5.512,17000000,76800000,88
2382,11825,3.4603,989,5.222,14000000,19510371,90
2383,11895,2.2141,929,5.139,15000000,33200000,84
2384,9447,2.6972,1305,5.653,90000000,69100000,96
2385,12257,1.9365,105,5.1,15000000,10443316,93
2387,10029,2.5126,674,6.3,30000000,9898412,100
2388,27104,0.8072,148,6.615,0,384793,94
2389,11252,3.4864,1030,5.136,25000000,37100000,104
2390,8545,1.168,196,6.5,0,0,97
2391,10223,3.0223,1050,7.207,17000000,16316273,121
2392,9745,2.3067,1212,6.0,27000000,34562925,101
2393,200,3.5064,1322,6.442,70000000,112587658,103
2394,9837,7.1605,4229,7.299,70000000,218613188,99
2395,11545,3.7794,2673,7.391,9000000,17096053,93
2396,1934,3.225,3158,6.838,25000000,289317794,124
2398,11881,2.6027,824,7.368,630000,2700000,96
2399,13764,1.6496,281,6.3,50000000,23717291,108
2400,24951,2.416,101,6.0,0,0,99
2401,8879,4.2071,1171,7.161,6900000,41400000,115
2402,1369,7.3237,4229,6.7,44000000,300400432,96
2403,1368,10.1967,6769,7.501,15000000,125212904,93
2404,1370,5.732,3407,6.199,63000000,189015611,102
2405,10303,2.7477,1244,6.209,25000000,96800000,106
2406,9326,3.5175,1998,6.753,10000000,86572238,106
2407,10328,2.7206,1376,6.629,17500000,85300000,117
2408,11285,1.4584,1012,6.485,17500000,25000000,116
2409,1367,4.3136,4706,7.289,7000000,85187855,119
2410,1371,3.795,4417,6.899,17000000,125052898,100
2411,1374,4.6776,4724,7.081,31000000,300473716,91
2412,1375,2.8685,3406,5.777,42000000,119946358,104
2413,15196,7.5446,1910,7.2,15000000,14647963,94
2414,11904,2.3762,686,6.743,18000000,63700000,109
2415,215875,0.3637,20,4.8,0,0,88
2416,15596,2.329,481,6.335,11000000,91258000,96
2417,13818,1.3251,207,6.0,15000000,52600000,108
2418,29968,1.6278,133,5.835,12000000,32324557,118
2419,44326,2.4902,95,6.1,0,13418091,89
2420,1885,8.3123,4605,7.214,8000000,91138075,127
2421,8856,5.274,2417,6.333,13000000,115103979,113
2422,10495,2.6013,1782,5.9,12500000,38956288,112
2423,5825,4.0719,2646,7.233,27000000,74542088,97
2424,9489,4.445,3564,6.7,65000000,250800000,119
2425,16885,1.2661,121,6.702,0,1214198,124
2427,8741,4.6127,3224,7.444,52000000,98126565,171
2428,9276,70.4627,2187,6.563,15000000,40283321,104
2429,9822,2.1274,856,6.307,90000000,0,114
2430,39314,1.0837,121,6.4,1800000,1950000,94
2431,10312,3.0471,3397,7.3,50000000,202292902,115
2432,9441,4.9713,1524,7.149,50000000,159710793,125
2433,9422,1.8878,479,6.462,70000000,56709981,115
2435,24525,0.5606,106,5.491,4000000,1808004,122
2436,10368,0.9792,154,6.4,12000000,21001563,117
2439,31662,1.1752,307,6.3,6000000,6330054,114
2442,46992,0.8842,110,6.5,0,0,121
2443,825,1.4615,244,6.584,20000000,3970078,121
2445,15556,1.3644,252,5.998,0,0,128
2446,28902,1.2683,195,5.479,30000000,12017369,100
2447,14709,2.3715,453,6.135,0,0,106
2448,9423,2.3899,664,5.4,75000000,30700000,100
2450,10658,2.5474,1093,5.425,37000000,38000000,110
2451,6917,1.488,410,6.062,2500000,13539458,86
2453,24086,1.0021,144,6.288,0,7177431,114
2454,11815,1.9793,592,7.029,700000,3000000,94
2455,9426,9.0831,4854,7.427,15000000,60629159,96
2456,10344,2.1832,708,5.701,16500000,38900000,105
2457,15698,1.3953,234,6.041,0,38500726,107
2458,2620,1.1882,200,5.663,12000000,15945534,88
2459,30497,6.2631,3717,7.3,140000,30922680,83
2460,16337,4.5187,993,5.6,4500000,8027706,100
2462,16780,3.0859,738,4.573,600000,185898,95
2463,12151,1.3496,436,6.592,11000000,71600000,93
2465,33278,1.4145,260,6.1,0,8988731,91
2467,192,3.77,3258,7.491,18000000,77200000,130
2468,10945,1.2457,385,6.09,18000000,29844101,105
2469,10013,1.8792,640,6.115,18000000,41382841,103
2470,9671,3.945,2065,6.43,5000000,328203506,97
2471,9396,2.1222,1194,5.874,14000000,239606210,111
2472,11038,1.2108,145,6.0,10000000,21458229,104
2473,12278,1.086,162,5.238,4500000,35000000,104
2474,11873,2.8083,1478,6.853,13800000,52293982,119
2475,18588,1.2377,140,6.011,0,5186646,110
2476,10015,3.1902,1095,6.88,15000000,42700000,130
2477,12715,3.9708,195,5.295,8000000,11949484,104
2478,8388,3.0575,1109,6.3,25000000,39200000,103
2481,8129,0.5288,207,7.232,0,0,105
2482,1618,0.9216,117,6.8,0,524864,95
2483,10722,1.4659,595,7.2,0,4367497,104
2485,10314,3.6826,2217,6.311,10000000,103166989,95
2488,11167,2.0874,885,7.445,150000,83957,101
2490,2112,6.0274,1958,6.821,90000000,161626121,100
2491,16172,1.917,249,5.43,6000000,4398989,95
2492,111794,1.1887,8,5.0,0,0,87
2493,9524,1.0057,66,6.674,0,244523,126
2494,20595,0.5349,96,7.458,0,421432,87
2495,16306,1.3431,1078,7.632,0,0,72
2496,11622,3.8775,1190,6.8,35000000,40263020,112
2497,10207,2.7965,815,6.266,80000000,118880016,131
2498,9849,1.838,339,5.64,65000000,36850101,94
2500,18892,5.1988,571,6.4,3000000,3100000,87
2501,13466,3.2886,1394,7.675,25000000,34698685,107
2502,1542,3.806,3306,7.371,10000000,12800000,90
2503,43978,0.4908,55,6.273,0,0,82
2504,15256,2.1407,176,5.793,6000000,6852450,101
2505,8224,4.0464,2201,6.5,40000000,96618699,123
2506,18417,1.3694,174,6.348,35000000,0,130
2511,1847,2.4596,739,7.405,1700000,959000,112
2512,42113,1.0682,193,7.516,0,0,130
2513,8913,3.4659,2340,6.638,11500000,57500000,103
2514,10906,2.6507,590,5.5,8000000,17092453,100
2515,25748,0.9429,272,4.761,900000,6980986,92
2516,25749,2.7445,224,4.761,0,0,90
2517,8769,3.8669,2189,6.868,9700000,21200000,110
2518,14742,1.6496,226,6.031,8100000,21095683,106
2520,10671,2.3022,432,6.457,10000000,100489151,137
2521,27932,1.8721,286,5.752,3000000,102985152,107
2522,7227,1.3794,318,5.588,6000000,91100000,114
2523,10670,1.3514,151,5.967,9000000,8200000,119
2524,5919,2.664,1010,7.0,14000000,116000000,165
2525,33518,1.9573,373,6.092,1500000,0,91
2526,40160,2.081,162,5.148,16000000,12600000,107
2527,2362,4.868,1417,6.8,1200000,10000000,89
2528,10803,2.8494,1020,6.6,9000000,25000000,118
2529,871,6.5141,3856,7.645,5800000,32589624,112
2530,1685,3.7488,1432,6.1,3000000,18999718,95
2531,1705,3.9757,1023,5.69,1700000,8844595,93
2532,1688,2.3449,1052,6.163,1700000,9700000,88
2533,1687,3.2757,1190,6.4,2500000,12348905,98
2534,166680,12.1183,72,3.6,6500000,0,94
2535,11123,1.935,350,6.1,7000000,79666653,123
2537,31638,1.4139,135,5.1,0,0,114
2538,113286,1.0646,6,4.5,0,0,98
2539,9535,3.0879,2077,6.507,80000000,176885658,103
2540,9455,1.3954,302,6.056,25000000,15156200,110
2541,796,6.6769,3498,6.797,10500000,76347426,98
2542,100,2.5027,7060,8.098,1350000,28356188,105
2544,77936,0.8633,25,5.3,0,0,110
2546,30943,2.409,523,6.6,38000000,28121100,106
2548,7341,1.3772,452,5.637,21000000,17762705,105
2549,10350,1.442,280,4.78,30000000,11578022,100
2550,11772,1.5855,700,7.074,1050000,1020000,112
2551,9540,1.4608,977,7.119,13000000,8038508,115
2552,31503,1.1877,91,5.7,0,3335984,85
2553,11773,1.1346,485,7.185,200000,2175000,77
2554,30202,0.7634,108,6.116,0,2000000,90
2555,22345,1.5859,406,4.127,12000000,36450736,95
2557,1567,1.2873,567,7.397,0,6955,89
2558,1641,1.4344,588,5.452,75000000,93888180,105
2559,47288,1.3012,115,5.4,25000000,12000000,87
2560,10212,1.5605,677,6.852,12000000,2062405,101
2561,10354,5.6174,846,6.524,55000000,16700000,127
2563,8583,2.9304,291,7.033,0,4553271,111
2565,16520,1.6272,395,7.086,4550000,21300000,133
2566,16508,1.2103,101,5.5,0,0,76
2567,11374,2.0189,677,5.95,80000000,35242897,123
2568,16379,0.8477,132,4.3,50000000,13260050,92
2570,28029,1.1078,108,6.0,14000000,0,107
2571,603,22.1952,27438,8.239,63000000,463517383,136
2572,4951,10.5925,8772,7.59,16000000,53478166,97
2573,65749,0.8,37,6.541,0,0,115
2574,8970,0.689,250,5.792,75000000,29000000,90
2575,9840,0.635,109,6.9,500000,0,113
2577,30950,1.1018,54,5.8,0,0,105
2579,11660,3.497,1800,7.124,6000,48482,69
2580,9430,1.8805,799,6.987,6500000,28451622,102
2581,11355,2.5776,1559,6.161,25000000,84565230,107
2582,18764,2.6309,419,6.733,10000000,46861333,104
2583,9465,0.8085,193,6.3,10000000,10920544,118
2585,1414,1.1689,267,7.294,0,0,112
2586,49981,0.9605,69,5.6,20000000,0,102
2587,6522,3.2468,852,6.7,80000000,73500000,108
2589,114719,1.1314,29,4.8,0,94633,103
2590,10209,2.5162,96,6.01,12000000,1263279,98
2593,22826,1.375,642,6.9,0,0,112
2594,1902,2.1723,1159,7.448,2900000,370720,117
2596,6396,1.3845,421,7.102,600000,299200,97
2597,39964,1.1116,95,5.0,30000000,6552255,95
2598,12596,1.9158,431,5.863,33000000,8408835,124
2599,9451,2.358,1164,6.863,25000000,14902041,103
2600,1946,3.3633,2119,6.783,15000000,2856712,97
2605,1844,4.3539,2180,6.232,66000000,212404400,112
2606,6552,2.2968,724,6.175,25000000,4152230,92
2607,24584,1.0773,187,7.0,1200000,1200000,111
2609,25471,0.7821,62,7.379,0,1,102
2611,28519,0.9471,78,6.737,0,0,104
2612,3309,1.2091,436,7.628,1453000,5638000,111
2613,18462,1.2809,433,6.2,3000000,14418922,95
2614,28941,1.2928,398,5.8,800000,0,76
